0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	12	12	12	12	12	12	14	14	14	14	14	14	10	10	10	10	10	10	11	11	11	11	11	11	9	9	13	13	13	13	13	13	0	0
0	0	12	12	12	12	12	12	14	14	14	14	14	0	10	10	10	10	10	10	11	11	0	0	11	0	9	9	13	13	13	13	13	13	0	0
0	0	0	0	12	12	0	0	14	14	0	0	0	0	0	0	10	10	0	0	11	11	0	11	0	0	0	0	13	13	0	0	0	5	0	0
0	0	0	0	12	12	0	0	14	14	14	14	0	0	0	0	10	10	0	0	11	11	11	0	0	0	9	9	13	13	13	0	0	0	0	0
0	0	0	0	4	12	0	0	14	14	14	0	0	0	0	0	10	10	0	0	11	11	11	11	11	0	9	9	0	13	5	5	0	0	0	0
0	0	0	0	4	4	0	0	6	14	0	0	0	0	0	0	10	10	0	0	11	11	0	11	11	0	9	1	0	0	5	5	5	0	0	0
0	0	0	0	4	4	0	0	6	6	0	0	0	0	0	0	10	10	0	0	11	11	0	0	3	3	1	1	0	0	0	5	5	5	0	0
0	0	0	0	4	4	0	0	6	6	0	0	0	0	0	0	2	2	0	0	3	3	0	0	3	3	1	1	5	0	0	0	5	5	0	0
0	0	0	0	4	4	0	0	6	6	6	6	6	6	6	0	2	2	0	0	3	3	0	0	0	3	3	1	5	5	5	5	5	5	0	0
0	0	0	0	4	4	0	0	6	6	6	6	6	6	6	6	2	2	0	0	3	3	0	0	0	3	3	1	5	5	5	5	5	5	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	4	4	4	4	4	0	6	6	6	6	6	2	2	0	0	0	0	0	2	2	1	1	1	1	1	5	5	5	5	5	5	0	0
0	0	4	4	4	4	4	4	4	6	6	6	6	6	6	2	2	0	0	0	2	2	1	1	1	1	1	0	5	5	5	5	5	5	0	0
0	0	4	4	0	0	0	0	6	6	0	0	0	6	6	2	2	2	0	2	2	2	1	1	0	0	0	0	5	0	0	0	5	5	0	0
0	0	4	4	0	0	0	0	6	6	0	0	0	6	14	10	0	10	10	10	0	10	9	9	9	9	0	0	0	0	0	5	5	5	0	0
0	0	4	4	0	4	4	12	12	14	0	0	0	14	14	10	0	0	10	0	0	10	9	9	9	0	0	0	0	0	5	5	5	0	0	0
0	0	4	4	0	12	12	12	12	14	0	0	0	14	14	10	0	0	0	0	0	10	9	9	0	0	0	0	0	13	13	0	0	0	0	0
0	0	4	12	0	0	0	12	12	14	0	0	0	14	14	10	0	0	0	0	0	10	9	9	0	0	0	0	13	13	0	0	0	5	0	0
0	0	12	12	12	12	12	12	12	14	14	14	14	14	14	10	0	0	0	0	0	10	9	9	9	9	9	9	9	13	13	13	13	13	0	0
0	0	0	12	12	12	12	12	0	14	14	14	14	14	10	10	0	0	0	0	0	10	10	9	9	9	9	9	9	9	13	13	13	13	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0

